row_id,column,value,error_type,anomaly_score,col_contribution,subtype
859,ProviderNumber,1xx44,DIST,8.78310489654541,27.661489715869408,cell
199,HospitalType,acute care hosxitals,DIST,17.18866729736328,27.591916850778645,cell
149,ZipCode,3x640,DIST,14.868014335632324,27.567788294927034,cell
888,ProviderNumber,x0045,DIST,9.003671646118164,27.564132465721837,cell
578,CountyName,xhambers,DIST,13.240549087524414,27.51717341025258,cell
360,ProviderNumber,100x6,DIST,15.559837341308594,27.508146852886934,cell
608,ProviderNumber,x0027,DIST,22.832679748535156,27.480612944935345,cell
415,CountyName,tallaxega,DIST,13.583905220031738,27.47525357016734,cell
273,ProviderNumber,1xx16,DIST,20.522666931152344,27.417903670498664,cell
157,ZipCode,3x640,DIST,12.694456100463867,27.416521107955166,cell
848,HospitalType,acute caxe hospitals,DIST,14.202853202819824,27.37527868015983,cell
710,ZipCode,36x78,DIST,14.550276756286621,27.356725345098123,cell
878,ProviderNumber,1xx45,DIST,10.429916381835938,27.34962825447111,cell
384,PhoneNumber,25x47x7xx0,DIST,20.525745391845703,27.290106873865728,cell
782,HospitalType,acute care hospitaxs,DIST,16.84524917602539,27.281923742366413,cell
645,ProviderNumber,1xx32,DIST,12.044286727905273,27.17628792053109,cell
227,CountyName,dx kalb,DIST,6.765982627868652,27.158605260201373,cell
559,ProviderNumber,1xx24,DIST,13.876575469970703,27.14051210480958,cell
551,CountyName,monxgomery,DIST,11.097293853759766,27.120405163021207,cell
420,ZipCode,x5150,DIST,13.829157829284668,27.091446396826793,cell
639,ProviderNumber,1xx29,DIST,13.824689865112305,27.046389974692474,cell
386,PhoneNumber,25x47x7xx0,DIST,14.131549835205078,26.972717482481798,cell
314,ProviderNumber,100x8,DIST,9.153059959411621,26.92272939506644,cell
137,ZipCode,36x49,DIST,10.452043533325195,26.90001949040203,cell
627,ProviderNumber,x0029,DIST,10.560222625732422,26.59485214890194,cell
223,CountyName,xe kalb,DIST,8.145929336547852,26.550115584922683,cell
408,ProviderNumber,x0x08,DIST,20.5665225982666,26.49425292949307,cell
634,HospitalType,acuxe care hospixals,DIST,10.188188552856445,26.450976999872076,cell
13,ProviderNumber,1xx19,DIST,14.799860000610352,26.360240879000326,cell
590,CountyName,chaxbers,DIST,9.593027114868164,26.32759599259018,cell
332,ZipCode,3x305,DIST,15.465035438537598,26.266237209458847,cell
451,City,bethel,DIST,32.47256851196289,26.201737710404416,cell
785,CountyName,madisxn,DIST,9.992683410644531,26.180333656853882,cell
724,ProviderNumber,1xx35,DIST,10.878602981567383,26.165131406393773,cell
955,ProviderNumber,1004x,DIST,13.541396141052246,26.104972328904186,cell
413,HospitalType,acuxe care hospixals,DIST,16.459903717041016,26.04697654593842,cell
340,ZipCode,x6x05,DIST,11.749699592590332,25.976534533490696,cell
244,ProviderNumber,x00x5,DIST,13.000261306762695,25.938104518102044,cell
721,ProviderNumber,100x5,DIST,14.886184692382812,25.925823847217167,cell
943,CountyName,butxer,DIST,7.968962669372559,25.86420486405343,cell
213,ProviderNumber,x00xx,DIST,15.195348739624023,25.802839058366725,cell
450,City,bethel,DIST,32.366058349609375,25.8020089420237,cell
722,CountyName,cxllman,DIST,10.909626960754395,25.722085748255708,cell
655,ProviderNumber,1xx32,DIST,17.504043579101562,25.696322103517517,cell
438,State,ak,DIST,23.53451156616211,25.66606938034355,cell
350,Address,810 st vxncents drxve,DIST,23.66059112548828,25.649807007149064,cell
451,HospitalName,yukon kuskokwim delta reg hospital,DIST,32.47256851196289,25.61637068857916,cell
450,HospitalName,yukon kuskokwim delta reg hospital,DIST,32.366058349609375,25.547086791775182,cell
449,HospitalName,alaska regional hospital,DIST,26.606460571289062,25.42495939012315,cell
502,CountyName,chxrokxx,DIST,9.397867202758789,25.401712500213016,cell
798,CountyName,madisox,DIST,14.173383712768555,25.340243229189525,cell
440,State,ak,DIST,24.718563079833984,25.28434944507993,cell
436,State,ak,DIST,23.26981544494629,25.17723987688077,cell
445,State,ak,DIST,23.436246871948242,25.037147728158185,cell
437,State,ak,DIST,24.617351531982422,25.02069572781927,cell
439,State,ak,DIST,23.805437088012695,24.968314402747204,cell
789,ProviderNumber,1xx39,DIST,9.475116729736328,24.96102977659336,cell
441,State,ak,DIST,22.886402130126953,24.932277685558415,cell
633,CountyName,xee,DIST,11.857773780822754,24.909036189056298,cell
444,State,ak,DIST,26.267026901245117,24.904979047199525,cell
433,State,ak,DIST,24.42058563232422,24.900712161583844,cell
435,State,ak,DIST,24.347543716430664,24.831161140249787,cell
346,CountyName,housxon,DIST,10.854477882385254,24.817115419376265,cell
447,State,ak,DIST,26.299644470214844,24.814389581872128,cell
780,ProviderNumber,1003x,DIST,11.111944198608398,24.776559442548532,cell
434,HospitalName,alaska regional hospital,DIST,26.623254776000977,24.754331377332253,cell
443,State,ak,DIST,23.873844146728516,24.662099221785375,cell
7,HospitalName,callahan eye foundation hospital,DIST,22.45956802368164,24.61710623953999,cell
445,HospitalName,alaska regional hospital,DIST,23.436246871948242,24.57523537509205,cell
447,HospitalName,alaska regional hospital,DIST,26.299644470214844,24.54073197734338,cell
3,HospitalName,callahan eye foundation hospital,DIST,20.440364837646484,24.537258212509602,cell
434,City,anchorage,DIST,26.623254776000977,24.525848895936534,cell
435,City,anchorage,DIST,24.347543716430664,24.5168680474967,cell
446,HospitalName,alaska regional hospital,DIST,27.68807029724121,24.495627312079783,cell
298,HospitalName,callahan eye foundation hospital,DIST,18.386165618896484,24.46339500235978,cell
449,City,anchorage,DIST,26.606460571289062,24.462829611185235,cell
446,City,anchorage,DIST,27.68807029724121,24.424091022344726,cell
443,HospitalName,alaska regional hospital,DIST,23.873844146728516,24.423655246929933,cell
432,City,anchorage,DIST,22.877513885498047,24.378709383240732,cell
433,HospitalName,alaska regional hospital,DIST,24.42058563232422,24.361101769491402,cell
432,State,ak,DIST,22.877513885498047,24.339803985087105,cell
442,State,ak,DIST,25.01324462890625,24.32990292454243,cell
448,State,ak,DIST,25.315324783325195,24.31939156053032,cell
439,City,anchorage,DIST,23.805437088012695,24.29495371293264,cell
438,City,anchorage,DIST,23.53451156616211,24.153140792368838,cell
444,HospitalName,alaska regional hospital,DIST,26.267026901245117,24.13424721421574,cell
295,HospitalName,callahan eye foundation hospital,DIST,19.670772552490234,24.13138192957077,cell
299,HospitalName,callahan eye foundation hospital,DIST,22.900875091552734,24.086434383604757,cell
4,HospitalName,callahan eye foundation hospital,DIST,21.349191665649414,23.97586239211114,cell
440,City,anchorage,DIST,24.718563079833984,23.859035365851714,cell
294,HospitalName,callahan eye foundation hospital,DIST,18.05377197265625,23.847738746720534,cell
442,HospitalName,alaska regional hospital,DIST,25.01324462890625,23.777492137129563,cell
5,HospitalName,callahan eye foundation hospital,DIST,19.143640518188477,23.749156385989554,cell
318,City,anniston,DIST,25.7131290435791,23.716976513549067,cell
301,HospitalName,callahan eye foundation hospital,DIST,17.790510177612305,23.705488648120195,cell
2,HospitalName,callahan eye foundation hospital,DIST,19.44228744506836,23.640266999337296,cell
297,HospitalName,callahan eye foundation hospital,DIST,17.51043128967285,23.615145052011435,cell
1,HospitalName,callahan eye foundation hospital,DIST,18.11487579345703,23.600595805055484,cell
868,HospitalOwner,voluxtary xox-profit - private,DIST,11.183895111083984,23.597087520155277,cell
302,HospitalName,callahan eye foundation hospital,DIST,16.95798683166504,23.590820128031478,cell
0,HospitalName,callahan eye foundation hospital,DIST,20.131113052368164,23.47593449764065,cell
300,HospitalName,callahan eye foundation hospital,DIST,18.53571319580078,23.47331489044281,cell
471,City,ozark,DIST,25.779762268066406,23.44614490947074,cell
441,HospitalName,alaska regional hospital,DIST,22.886402130126953,23.372321462672595,cell
436,HospitalName,alaska regional hospital,DIST,23.26981544494629,23.367476474878117,cell
6,HospitalName,callahan eye foundation hospital,DIST,18.62417221069336,23.35535543524841,cell
305,HospitalName,callahan eye foundation hospital,DIST,17.63545036315918,23.294176037485084,cell
296,HospitalName,callahan eye foundation hospital,DIST,17.78839683532715,23.279755342681696,cell
303,HospitalName,callahan eye foundation hospital,DIST,16.065296173095703,23.25876134781045,cell
307,HospitalName,callahan eye foundation hospital,DIST,17.923221588134766,23.25407633602805,cell
310,HospitalName,callahan eye foundation hospital,DIST,15.724679946899414,23.190108784911295,cell
304,HospitalName,callahan eye foundation hospital,DIST,16.670616149902344,23.167315059904123,cell
306,HospitalName,callahan eye foundation hospital,DIST,19.879844665527344,23.007236206100156,cell
872,HospitalOwner,voluntaxy non-pxofit - pxivate,DIST,14.82975959777832,22.951556355551805,cell
309,HospitalName,callahan eye foundation hospital,DIST,17.27527618408203,22.839592772296314,cell
308,HospitalName,callahan eye foundation hospital,DIST,19.091365814208984,22.79685060992543,cell
303,ZipCode,35233,DIST,16.065296173095703,22.757626528569297,cell
164,HospitalOwner,pxopxietaxy,DIST,12.440099716186523,22.757416003029522,cell
6,ZipCode,35233,DIST,18.62417221069336,22.65095722427331,cell
216,HospitalOwner,volunxary non-profix - privaxe,DIST,10.838178634643555,22.58347337966465,cell
218,HospitalOwner,voluntary nonxprofit x private,DIST,10.959165573120117,22.529796217526066,cell
159,HospitalOwner,proxrietary,DIST,10.210221290588379,22.49528396696854,cell
162,HospitalOwner,xroprietary,DIST,8.862991333007812,22.466464137262555,cell
1,ZipCode,35233,DIST,18.11487579345703,22.4646926686116,cell
