row_id,column,value,error_type,anomaly_score,col_contribution,suggested_fix,subtype
1058,sched_dep_time,Not Available,DIST,20.723251342773438,20.723251342773438,7:53 a.m.,categorical
1140,sched_dep_time,11:08 p.m.,DIST,17.137104034423828,17.137104034423828,10:40 a.m.,categorical
1302,sched_dep_time,8:55 a.m.,DIST,20.528139114379883,20.528139114379883,7:10 a.m.,categorical
1308,sched_dep_time,9:05 a.m. (-00:00),DIST,20.71676254272461,20.71676254272461,9:05 a.m.,categorical
1323,sched_dep_time,7:10aDec 1,DIST,20.682043075561523,20.682043075561523,2:55 p.m.,categorical
1325,sched_dep_time,6:40aDec 1,DIST,20.49835205078125,20.49835205078125,2:46 p.m.,categorical
1326,sched_dep_time,8:19aDec 1,DIST,20.62724494934082,20.62724494934082,2:22 p.m.,categorical
1327,sched_dep_time,8:41aDec 1,DIST,20.597082138061523,20.597082138061523,8:41 a.m.,categorical
1331,sched_dep_time,11:25aDec 1,DIST,20.723251342773438,20.723251342773438,11:25 a.m.,categorical
1332,sched_dep_time,10:39aDec 1,DIST,19.77633285522461,19.77633285522461,5:25 p.m.,categorical
1334,sched_dep_time,6:14aDec 1,DIST,20.561189651489258,20.561189651489258,6:45 p.m.,categorical
1335,sched_dep_time,12:30aDec 1,DIST,20.65957260131836,20.65957260131836,5:25 p.m.,categorical
1337,sched_dep_time,7:35aDec 1,DIST,20.3786563873291,20.3786563873291,7:35 a.m.,categorical
1338,sched_dep_time,9:45aDec 1,DIST,20.723262786865234,20.723262786865234,9:45 a.m.,categorical
1339,sched_dep_time,10:00aDec 1,DIST,20.7232666015625,20.7232666015625,9:05 a.m.,categorical
1340,sched_dep_time,8:15aDec 1,DIST,20.62497329711914,20.62497329711914,5:25 p.m.,categorical
1341,sched_dep_time,7:00aDec 1,DIST,20.66149139404297,20.66149139404297,2:55 p.m.,categorical
1343,sched_dep_time,10:45aDec 1,DIST,20.72325325012207,20.72325325012207,10:45 a.m.,categorical
1345,sched_dep_time,8:05aDec 1,DIST,20.43499755859375,20.43499755859375,5:25 p.m.,categorical
1347,sched_dep_time,11:50aDec 1,DIST,20.7232666015625,20.7232666015625,11:50 a.m.,categorical
1348,sched_dep_time,11:40aDec 1,DIST,20.723264694213867,20.723264694213867,11:40 a.m.,categorical
1349,sched_dep_time,6:00aDec 1,DIST,20.678953170776367,20.678953170776367,6:45 p.m.,categorical
1350,sched_dep_time,11:05aDec 1,DIST,20.723243713378906,20.723243713378906,11:05 a.m.,categorical
1351,sched_dep_time,6:00aDec 1,DIST,20.583803176879883,20.583803176879883,7:15 p.m.,categorical
1352,sched_dep_time,8:40aDec 1,DIST,20.558073043823242,20.558073043823242,8:40 a.m.,categorical
1353,sched_dep_time,10:15aDec 1,DIST,20.723264694213867,20.723264694213867,10:15 a.m.,categorical
1355,sched_dep_time,7:53aDec 1,DIST,20.723220825195312,20.723220825195312,7:53 a.m.,categorical
1357,sched_dep_time,11:45aDec 1,DIST,20.723264694213867,20.723264694213867,11:45 a.m.,categorical
1362,sched_dep_time,10:40aDec 1,DIST,20.7232666015625,20.7232666015625,10:40 a.m.,categorical
1365,sched_dep_time,7:15aDec 1,DIST,20.623123168945312,20.623123168945312,2:55 p.m.,categorical
1370,sched_dep_time,9:15aDec 1,DIST,20.7232666015625,20.7232666015625,9:15 a.m.,categorical
1371,sched_dep_time,6:00aDec 1,DIST,20.69947052001953,20.69947052001953,6:00 a.m.,categorical
1372,sched_dep_time,7:10aDec 1,DIST,20.702518463134766,20.702518463134766,2:55 p.m.,categorical
1377,sched_dep_time,10:25aDec 1,DIST,20.723087310791016,20.723087310791016,10:25 a.m.,categorical
1378,sched_dep_time,7:05aDec 1,DIST,20.551509857177734,20.551509857177734,7:10 p.m.,categorical
1379,sched_dep_time,10:40aDec 1,DIST,20.723264694213867,20.723264694213867,10:40 a.m.,categorical
1387,sched_dep_time,6:59aDec 1,DIST,20.679569244384766,20.679569244384766,1:33 p.m.,categorical
1388,sched_dep_time,8:35aDec 1,DIST,20.700458526611328,20.700458526611328,8:35 a.m.,categorical
1391,sched_dep_time,7:35aDec 1,DIST,20.420166015625,20.420166015625,2:46 p.m.,categorical
1395,sched_dep_time,11:15aDec 1,DIST,20.72320556640625,20.72320556640625,11:15 a.m.,categorical
1399,sched_dep_time,8:55aDec 1,DIST,20.368751525878906,20.368751525878906,5:25 p.m.,categorical
1402,sched_dep_time,7:15aDec 1,DIST,20.709558486938477,20.709558486938477,7:15 p.m.,categorical
1404,sched_dep_time,7:55aDec 1,DIST,20.655996322631836,20.655996322631836,7:55 a.m.,categorical
1405,sched_dep_time,9:05aDec 1,DIST,20.721364974975586,20.721364974975586,9:05 a.m.,categorical
1407,sched_dep_time,8:35aDec 1,DIST,20.646825790405273,20.646825790405273,8:35 a.m.,categorical
1409,sched_dep_time,7:30aDec 1,DIST,20.6544189453125,20.6544189453125,2:55 p.m.,categorical
1410,sched_dep_time,11:25aDec 1,DIST,20.72283935546875,20.72283935546875,11:25 a.m.,categorical
1412,sched_dep_time,11:35aDec 1,DIST,20.7232666015625,20.7232666015625,11:35 a.m.,categorical
1413,sched_dep_time,7:25aDec 1,DIST,20.703453063964844,20.703453063964844,2:55 p.m.,categorical
1415,sched_dep_time,11:55aDec 1,DIST,20.7232666015625,20.7232666015625,11:55 a.m.,categorical
1416,sched_dep_time,10:40aDec 1,DIST,20.723264694213867,20.723264694213867,10:40 a.m.,categorical
1417,sched_dep_time,6:45aDec 1,DIST,20.696277618408203,20.696277618408203,6:45 a.m.,categorical
1419,sched_dep_time,6:00aDec 1,DIST,20.702024459838867,20.702024459838867,6:45 p.m.,categorical
1420,sched_dep_time,7:10aDec 1,DIST,20.71200180053711,20.71200180053711,2:55 p.m.,categorical
1421,sched_dep_time,7:10aDec 1,DIST,20.7232666015625,20.7232666015625,7:10 a.m.,categorical
1566,sched_dep_time,8:55 a.m.,DIST,20.528139114379883,20.528139114379883,7:10 a.m.,categorical
1572,sched_dep_time,9:05 a.m. (-00:00),DIST,20.71676254272461,20.71676254272461,9:05 a.m.,categorical
1589,sched_dep_time,8:41aDec 1,DIST,20.110332489013672,20.110332489013672,8:41 a.m.,categorical
1592,sched_dep_time,10:39aDec 1,DIST,18.50452995300293,18.50452995300293,1:45 p.m.,categorical
1594,sched_dep_time,12:30aDec 1,DIST,20.589298248291016,20.589298248291016,12:30 a.m.,categorical
1596,sched_dep_time,9:45aDec 1,DIST,20.72323226928711,20.72323226928711,9:45 a.m.,categorical
1597,sched_dep_time,7:00aDec 1,DIST,20.374786376953125,20.374786376953125,2:55 p.m.,categorical
1599,sched_dep_time,11:40aDec 1,DIST,20.723262786865234,20.723262786865234,11:40 a.m.,categorical
1600,sched_dep_time,6:00aDec 1,DIST,20.540802001953125,20.540802001953125,6:00 a.m.,categorical
1601,sched_dep_time,11:05aDec 1,DIST,20.723182678222656,20.723182678222656,11:05 a.m.,categorical
1603,sched_dep_time,7:30aDec 1,DIST,20.434818267822266,20.434818267822266,9:05 a.m.,categorical
1606,sched_dep_time,11:45aDec 1,DIST,20.723262786865234,20.723262786865234,11:45 a.m.,categorical
1610,sched_dep_time,6:00aDec 1,DIST,20.61606788635254,20.61606788635254,6:00 a.m.,categorical
1611,sched_dep_time,7:10aDec 1,DIST,20.60183334350586,20.60183334350586,2:55 p.m.,categorical
1613,sched_dep_time,7:25aDec 1,DIST,20.62506866455078,20.62506866455078,2:55 p.m.,categorical
1615,sched_dep_time,7:05aDec 1,DIST,20.361257553100586,20.361257553100586,7:10 p.m.,categorical
1620,sched_dep_time,6:59aDec 1,DIST,20.54058837890625,20.54058837890625,6:59 a.m.,categorical
1621,sched_dep_time,8:35aDec 1,DIST,20.559972763061523,20.559972763061523,2:55 p.m.,categorical
1622,sched_dep_time,Not Available,DIST,20.723264694213867,20.723264694213867,2:46 p.m.,categorical
1628,sched_dep_time,Not Available,DIST,20.713937759399414,20.713937759399414,7:35 a.m.,categorical
1630,sched_dep_time,9:05aDec 1,DIST,20.719301223754883,20.719301223754883,9:05 a.m.,categorical
1631,sched_dep_time,7:10aDec 1,DIST,20.655078887939453,20.655078887939453,2:55 p.m.,categorical
1632,sched_dep_time,8:35aDec 1,DIST,20.225662231445312,20.225662231445312,2:55 p.m.,categorical
1633,sched_dep_time,11:25aDec 1,DIST,20.721471786499023,20.721471786499023,11:25 a.m.,categorical
1636,sched_dep_time,6:45aDec 1,DIST,20.602863311767578,20.602863311767578,7:10 p.m.,categorical
1642,sched_dep_time,11/30 8:00 p.m.,DIST,20.027315139770508,20.027315139770508,8:00 p.m.,categorical
1643,sched_dep_time,11/30 4:16 p.m.,DIST,19.257858276367188,19.257858276367188,4:16 p.m.,categorical
1645,sched_dep_time,11/30 6:45 p.m.,DIST,20.131818771362305,20.131818771362305,6:45 p.m.,categorical
1649,sched_dep_time,11/30 4:00 p.m.,DIST,20.547826766967773,20.547826766967773,4:00 p.m.,categorical
1650,sched_dep_time,11/30 11:55 p.m.,DIST,20.67333984375,20.67333984375,11:55 p.m.,categorical
1651,sched_dep_time,11/30 11:25 a.m.,DIST,18.112791061401367,18.112791061401367,7:10 a.m.,categorical
1653,sched_dep_time,11/30 7:45 p.m.,DIST,19.945789337158203,19.945789337158203,7:45 p.m.,categorical
1655,sched_dep_time,11/30 11:08 p.m.,DIST,20.01252555847168,20.01252555847168,6:00 a.m.,categorical
1657,sched_dep_time,11/30 12:57 p.m.,DIST,18.32601547241211,18.32601547241211,12:57 p.m.,categorical
1660,sched_dep_time,11/30 1:55 p.m.,DIST,17.7921142578125,17.7921142578125,8:35 a.m.,categorical
1752,sched_dep_time,8:55 a.m.,DIST,20.716115951538086,20.716115951538086,2:55 p.m.,categorical
2020,sched_dep_time,11:08 p.m.,DIST,16.664386749267578,16.664386749267578,10:40 a.m.,categorical
2225,sched_dep_time,11:08 p.m.,DIST,17.02202606201172,17.02202606201172,10:40 a.m.,categorical
160,act_dep_time,Not Available,DIST,20.723264694213867,20.723264694213867,10:19 a.m.,categorical
193,act_dep_time,Not Available,DIST,20.7232666015625,20.7232666015625,6:56 p.m.,categorical
195,act_dep_time,Not Available,DIST,20.723264694213867,20.723264694213867,7:15 p.m. (Estimated),categorical
211,act_dep_time,Not Available,DIST,20.7232666015625,20.7232666015625,4:30 p.m.,categorical
213,act_dep_time,Not Available,DIST,20.7232666015625,20.7232666015625,8:52 a.m.,categorical
217,act_dep_time,Not Available,DIST,20.7232666015625,20.7232666015625,12:13 p.m.,categorical
459,act_dep_time,8:18 a.m.,DIST,20.723264694213867,20.723264694213867,4:30 p.m.,categorical
471,act_dep_time,12:14 p.m.,DIST,20.723264694213867,20.723264694213867,12:13 p.m.,categorical
489,act_dep_time,4:37 p.m.,DIST,20.723264694213867,20.723264694213867,4:15 p.m.,categorical
520,act_dep_time,9:05 a.m.,DIST,20.723264694213867,20.723264694213867,8:52 a.m.,categorical
663,act_dep_time,12:14 p.m.,DIST,20.723264694213867,20.723264694213867,12:13 p.m.,categorical
681,act_dep_time,4:37 p.m.,DIST,20.723264694213867,20.723264694213867,4:15 p.m.,categorical
712,act_dep_time,9:05 a.m.,DIST,20.723264694213867,20.723264694213867,8:52 a.m.,categorical
1001,act_dep_time,Contact Airline,DIST,20.7232666015625,20.7232666015625,3:58 p.m.,categorical
1008,act_dep_time,Contact Airline,DIST,20.723264694213867,20.723264694213867,11:30 a.m.,categorical
1030,act_dep_time,Contact Airline,DIST,20.723264694213867,20.723264694213867,4:28 p.m.,categorical
1036,act_dep_time,Not Available,DIST,20.723264694213867,20.723264694213867,4:28 p.m. (Estimated runway),categorical
1038,act_dep_time,Not Available,DIST,20.723264694213867,20.723264694213867,8:29 p.m. (Estimated runway),categorical
1049,act_dep_time,Contact Airline,DIST,20.7232666015625,20.7232666015625,2:52 p.m.,categorical
1050,act_dep_time,Contact Airline,DIST,20.7232666015625,20.7232666015625,2:48 p.m.,categorical
1054,act_dep_time,Contact Airline,DIST,20.7232666015625,20.7232666015625,2:46 p.m.,categorical
1063,act_dep_time,Contact Airline,DIST,20.7232666015625,20.7232666015625,11:55 a.m.,categorical
1092,act_dep_time,8:18 a.m.,DIST,20.723264694213867,20.723264694213867,4:30 p.m.,categorical
1104,act_dep_time,12:14 p.m.,DIST,20.723264694213867,20.723264694213867,12:13 p.m.,categorical
1122,act_dep_time,4:37 p.m.,DIST,20.723264694213867,20.723264694213867,4:15 p.m.,categorical
1153,act_dep_time,9:05 a.m.,DIST,20.723264694213867,20.723264694213867,8:52 a.m.,categorical
1329,act_dep_time,11:54aDec 1,DIST,20.7232666015625,20.7232666015625,12:11 p.m.,categorical
1339,act_dep_time,9:59aDec 1,DIST,20.7232666015625,20.7232666015625,9:59 a.m.,categorical
1347,act_dep_time,11:54aDec 1,DIST,20.723264694213867,20.723264694213867,12:10 p.m.,categorical
1359,act_dep_time,11:51aDec 1,DIST,20.7232666015625,20.7232666015625,11:51 a.m.,categorical
1362,act_dep_time,10:46aDec 1,DIST,20.7232666015625,20.7232666015625,11:05 a.m.,categorical
1370,act_dep_time,9:14aDec 1,DIST,20.723264694213867,20.723264694213867,9:14 a.m.,categorical
1379,act_dep_time,10:47aDec 1,DIST,20.723264694213867,20.723264694213867,10:47 a.m.,categorical
1412,act_dep_time,11:33aDec 1,DIST,20.723264694213867,20.723264694213867,11:33 a.m.,categorical
1415,act_dep_time,11:43aDec 1,DIST,20.723264694213867,20.723264694213867,11:43 a.m.,categorical
1421,act_dep_time,7:05aDec 1,DIST,20.7232666015625,20.7232666015625,7:05 a.m.,categorical
1591,act_dep_time,Contact Airline,DIST,20.7232666015625,20.7232666015625,3:28 p.m.,categorical
1607,act_dep_time,11:51aDec 1,DIST,20.7232666015625,20.7232666015625,11:51 a.m.,categorical
1737,act_dep_time,1:32 p.m.            Delayed,DIST,20.7232666015625,20.7232666015625,1:32 p.m.,categorical
1739,act_dep_time,4:28 p.m.            Delayed,DIST,20.7232666015625,20.7232666015625,4:28 p.m.,categorical
2002,act_dep_time,4:37 p.m.,DIST,20.723264694213867,20.723264694213867,4:15 p.m.,categorical
2033,act_dep_time,9:05 a.m.,DIST,20.723264694213867,20.723264694213867,8:52 a.m.,categorical
2177,act_dep_time,8:18 a.m.,DIST,20.723264694213867,20.723264694213867,4:30 p.m.,categorical
2189,act_dep_time,12:14 p.m.,DIST,20.723264694213867,20.723264694213867,12:13 p.m.,categorical
2207,act_dep_time,4:37 p.m.,DIST,20.723264694213867,20.723264694213867,4:15 p.m.,categorical
2238,act_dep_time,9:05 a.m.,DIST,20.723264694213867,20.723264694213867,8:52 a.m.,categorical
31,sched_arr_time,12/02/2011 5:50 a.m.,DIST,20.721019744873047,20.721019744873047,5:50 a.m.,categorical
160,sched_arr_time,6:55 a.m. Dec 02,DIST,20.72318458557129,20.72318458557129,9:20 a.m.,categorical
195,sched_arr_time,12:21 a.m. Dec 02,DIST,20.723133087158203,20.723133087158203,2:35 p.m.,categorical
211,sched_arr_time,12:29 a.m. Dec 02,DIST,20.723257064819336,20.723257064819336,12:29 a.m.,categorical
212,sched_arr_time,12:15 a.m. Dec 02,DIST,20.723003387451172,20.723003387451172,2:35 p.m.,categorical
447,sched_arr_time,6:55 a.m. Dec 02,DIST,20.723188400268555,20.723188400268555,9:20 a.m.,categorical
482,sched_arr_time,12:21 a.m. Dec 02,DIST,20.723054885864258,20.723054885864258,2:35 p.m.,categorical
497,sched_arr_time,5:50 a.m. Dec 02,DIST,20.723196029663086,20.723196029663086,11:35 a.m.,categorical
498,sched_arr_time,12:29 a.m. Dec 02,DIST,20.723257064819336,20.723257064819336,12:29 a.m.,categorical
499,sched_arr_time,12:15 a.m. Dec 02,DIST,20.72312355041504,20.72312355041504,2:45 p.m.,categorical
507,sched_arr_time,5:11 a.m.Dec 02,DIST,20.722694396972656,20.722694396972656,2:35 p.m.,categorical
639,sched_arr_time,6:55 a.m. Dec 02,DIST,20.723175048828125,20.723175048828125,9:20 a.m.,categorical
674,sched_arr_time,12:21 a.m. Dec 02,DIST,20.7230167388916,20.7230167388916,2:35 p.m.,categorical
689,sched_arr_time,5:50 a.m. Dec 02,DIST,20.72317886352539,20.72317886352539,11:35 a.m.,categorical
690,sched_arr_time,12:29 a.m. Dec 02,DIST,20.723255157470703,20.723255157470703,12:29 a.m.,categorical
691,sched_arr_time,12:15 a.m. Dec 02,DIST,20.723102569580078,20.723102569580078,2:45 p.m.,categorical
699,sched_arr_time,5:11 a.m.Dec 02,DIST,20.722597122192383,20.722597122192383,2:35 p.m.,categorical
821,sched_arr_time,6:55 a.m.  Fri 02-Dec-2011,DIST,20.722578048706055,20.722578048706055,6:55 a.m.,categorical
871,sched_arr_time,5:50 a.m.  Fri 02-Dec-2011,DIST,20.722402572631836,20.722402572631836,5:50 a.m.,categorical
872,sched_arr_time,12:29 a.m.  Fri 02-Dec-2011,DIST,20.723154067993164,20.723154067993164,12:29 a.m.,categorical
992,sched_arr_time,Not Available,DIST,20.72262954711914,20.72262954711914,9:54 a.m.,categorical
999,sched_arr_time,Not Available,DIST,20.723114013671875,20.723114013671875,7:23 a.m.,categorical
1025,sched_arr_time,Dec 02 12:21 a.m.,DIST,20.722673416137695,20.722673416137695,12:21 a.m.,categorical
1026,sched_arr_time,Not Available,DIST,20.721406936645508,20.721406936645508,7:53 p.m.,categorical
1041,sched_arr_time,Not Available,DIST,20.72315216064453,20.72315216064453,6:15 p.m.,categorical
1058,sched_arr_time,Not Available,DIST,20.722332000732422,20.722332000732422,1:39 p.m.,categorical
1080,sched_arr_time,6:55 a.m. Dec 02,DIST,20.72319221496582,20.72319221496582,9:20 a.m.,categorical
1115,sched_arr_time,12:21 a.m. Dec 02,DIST,20.72306251525879,20.72306251525879,2:35 p.m.,categorical
1130,sched_arr_time,5:50 a.m. Dec 02,DIST,20.72319793701172,20.72319793701172,11:35 a.m.,categorical
1131,sched_arr_time,12:29 a.m. Dec 02,DIST,20.723257064819336,20.723257064819336,12:29 a.m.,categorical
1132,sched_arr_time,12:15 a.m. Dec 02,DIST,20.72313117980957,20.72313117980957,2:45 p.m.,categorical
1140,sched_arr_time,5:11 a.m.Dec 02,DIST,20.722721099853516,20.722721099853516,2:35 p.m.,categorical
1192,sched_arr_time,12:21 a.m. Dec 02,DIST,20.721519470214844,20.721519470214844,12:21 a.m.,categorical
1211,sched_arr_time,12:29 a.m. Dec 02,DIST,20.723236083984375,20.723236083984375,12:29 a.m.,categorical
1356,sched_arr_time,3:03 p.m.,DIST,20.722553253173828,20.722553253173828,3:19 p.m.,categorical
1361,sched_arr_time,10:48 p.m.,DIST,20.723251342773438,20.723251342773438,8:56 p.m.,categorical
1368,sched_arr_time,12:21aDec 2,DIST,20.722702026367188,20.722702026367188,12:21 a.m.,categorical
1394,sched_arr_time,8:27aDec 1,DIST,20.72316551208496,20.72316551208496,8:27 a.m.,categorical
1396,sched_arr_time,9:18 p.m.,DIST,20.721914291381836,20.721914291381836,9:20 p.m.,categorical
1608,sched_arr_time,10:48 p.m.,DIST,20.723234176635742,20.723234176635742,8:56 p.m.,categorical
1622,sched_arr_time,Not Available,DIST,20.723251342773438,20.723251342773438,6:15 p.m.,categorical
1626,sched_arr_time,9:18 p.m.,DIST,20.720943450927734,20.720943450927734,9:20 p.m.,categorical
1768,sched_arr_time,6:55 a.m.  Fri 02-Dec-2011,DIST,20.722572326660156,20.722572326660156,6:55 a.m.,categorical
1818,sched_arr_time,5:50 a.m.  Fri 02-Dec-2011,DIST,20.72240447998047,20.72240447998047,5:50 a.m.,categorical
1819,sched_arr_time,12:29 a.m.  Fri 02-Dec-2011,DIST,20.72315788269043,20.72315788269043,12:29 a.m.,categorical
1960,sched_arr_time,6:55 a.m. Dec 02,DIST,20.72315788269043,20.72315788269043,9:20 a.m.,categorical
1995,sched_arr_time,12:21 a.m. Dec 02,DIST,20.72296142578125,20.72296142578125,2:35 p.m.,categorical
2010,sched_arr_time,5:50 a.m. Dec 02,DIST,20.723163604736328,20.723163604736328,11:35 a.m.,categorical
2011,sched_arr_time,12:29 a.m. Dec 02,DIST,20.723255157470703,20.723255157470703,12:29 a.m.,categorical
2012,sched_arr_time,12:15 a.m. Dec 02,DIST,20.723060607910156,20.723060607910156,2:45 p.m.,categorical
2020,sched_arr_time,5:11 a.m.Dec 02,DIST,20.722450256347656,20.722450256347656,2:35 p.m.,categorical
2060,sched_arr_time,6:55 a.m.  Fri 02-Dec-2011,DIST,20.722566604614258,20.722566604614258,6:55 a.m.,categorical
2095,sched_arr_time,12:21 a.m.  Fri 02-Dec-2011,DIST,20.720476150512695,20.720476150512695,12:21 a.m.,categorical
2110,sched_arr_time,5:50 a.m.  Fri 02-Dec-2011,DIST,20.722471237182617,20.722471237182617,5:50 a.m.,categorical
2111,sched_arr_time,12:29 a.m.  Fri 02-Dec-2011,DIST,20.723161697387695,20.723161697387695,12:29 a.m.,categorical
2165,sched_arr_time,6:55 a.m. Dec 02,DIST,20.723186492919922,20.723186492919922,9:20 a.m.,categorical
2200,sched_arr_time,12:21 a.m. Dec 02,DIST,20.723047256469727,20.723047256469727,2:35 p.m.,categorical
2215,sched_arr_time,5:50 a.m. Dec 02,DIST,20.72319221496582,20.72319221496582,11:35 a.m.,categorical
2216,sched_arr_time,12:29 a.m. Dec 02,DIST,20.723257064819336,20.723257064819336,12:29 a.m.,categorical
2217,sched_arr_time,12:15 a.m. Dec 02,DIST,20.723121643066406,20.723121643066406,2:45 p.m.,categorical
2225,sched_arr_time,5:11 a.m.Dec 02,DIST,20.72267723083496,20.72267723083496,2:35 p.m.,categorical
170,act_arr_time,1:34 p.m.,DIST,20.7232608795166,20.7232608795166,1:40 p.m.,categorical
193,act_arr_time,Not Available,DIST,20.7232666015625,20.7232666015625,7:35 p.m.,categorical
213,act_arr_time,Not Available,DIST,20.723262786865234,20.723262786865234,11:54 p.m.,categorical
217,act_arr_time,Not Available,DIST,20.723264694213867,20.723264694213867,3:29 p.m. (Estimated runway),categorical
492,act_arr_time,10:45 a.m.,DIST,20.723262786865234,20.723262786865234,3:14 p.m.,categorical
684,act_arr_time,10:45 a.m.,DIST,20.723262786865234,20.723262786865234,3:14 p.m.,categorical
996,act_arr_time,Contact Airline,DIST,20.723262786865234,20.723262786865234,5:17 p.m.,categorical
1001,act_arr_time,Contact Airline,DIST,20.7232666015625,20.7232666015625,6:28 p.m.,categorical
1030,act_arr_time,Contact Airline,DIST,20.723262786865234,20.723262786865234,6:38 p.m.,categorical
1036,act_arr_time,Not Available,DIST,20.723255157470703,20.723255157470703,12:01 a.m. (Estimated runway),categorical
1038,act_arr_time,Not Available,DIST,20.723264694213867,20.723264694213867,11:35 p.m. (Estimated runway),categorical
1049,act_arr_time,Contact Airline,DIST,20.723262786865234,20.723262786865234,4:44 p.m.,categorical
1050,act_arr_time,Contact Airline,DIST,20.723264694213867,20.723264694213867,7:10 p.m.,categorical
1054,act_arr_time,Contact Airline,DIST,20.723262786865234,20.723262786865234,4:47 p.m.,categorical
