row_id,column,error_type,confidence,suggested_fix
85,sched_dep_time,MV,1.0,
85,sched_arr_time,MV,1.0,
86,sched_dep_time,MV,0.99,
86,sched_arr_time,MV,0.99,
87,act_dep_time,MV,0.99,
87,act_arr_time,MV,0.99,
88,act_dep_time,MV,0.95,
88,act_arr_time,MV,0.95,
89,sched_dep_time,MV,1.0,
89,sched_arr_time,MV,1.0,
90,sched_dep_time,MV,0.95,
90,sched_arr_time,MV,0.95,
91,act_dep_time,MV,0.99,
91,act_arr_time,MV,0.99,
92,sched_dep_time,MV,1.0,
92,sched_arr_time,MV,1.0,
93,sched_dep_time,MV,1.0,
93,sched_arr_time,MV,1.0,
94,sched_dep_time,MV,0.95,
94,sched_arr_time,MV,0.95,
95,sched_dep_time,MV,0.95,
95,sched_arr_time,MV,0.95,
96,act_dep_time,MV,0.95,
96,sched_arr_time,FI,0.85,12:21 a.m.
96,act_arr_time,MV,0.95,
97,sched_dep_time,MV,1.0,
97,sched_arr_time,MV,1.0,
98,act_dep_time,MV,0.95,
98,act_arr_time,MV,0.95,
99,sched_dep_time,MV,0.95,
99,sched_arr_time,MV,0.95,
100,sched_dep_time,MV,0.95,
100,sched_arr_time,MV,0.95,
101,sched_dep_time,MV,1.0,
101,sched_arr_time,MV,1.0,
102,sched_dep_time,MV,0.99,
102,sched_arr_time,MV,0.99,
103,sched_dep_time,MV,0.95,
103,sched_arr_time,MV,0.95,
104,sched_dep_time,MV,0.5,
104,sched_arr_time,MV,0.5,
104,src,OTHER,0.5,
105,sched_dep_time,MV,0.98,
105,sched_arr_time,MV,0.98,
106,act_dep_time,MV,0.95,
106,act_arr_time,MV,0.95,
107,sched_dep_time,MV,0.95,
107,sched_arr_time,MV,0.95,
108,sched_dep_time,MV,1.0,
108,sched_arr_time,MV,1.0,
109,sched_dep_time,MV,0.95,
109,sched_arr_time,MV,0.95,
110,sched_dep_time,MV,1.0,
110,sched_arr_time,MV,1.0,
111,act_dep_time,MV,0.95,
111,act_arr_time,MV,0.95,
112,sched_dep_time,MV,0.95,
112,sched_arr_time,MV,0.95,
113,sched_dep_time,MV,0.95,
113,sched_arr_time,MV,0.95,
114,sched_dep_time,MV,0.95,
114,sched_arr_time,MV,0.95,
115,sched_dep_time,MV,0.99,
115,sched_arr_time,MV,0.99,
116,sched_dep_time,MV,0.95,
116,sched_arr_time,MV,0.95,
117,sched_dep_time,MV,0.99,
117,sched_arr_time,MV,0.99,
118,sched_dep_time,MV,1.0,
118,sched_arr_time,MV,1.0,
119,sched_dep_time,MV,0.95,
119,sched_arr_time,MV,0.95,
120,act_dep_time,MV,0.95,
120,act_arr_time,MV,0.95,
121,sched_dep_time,MV,0.95,
121,sched_arr_time,MV,0.95,
122,act_dep_time,MV,1.0,
122,sched_arr_time,FI,0.95,5:11 a.m.
122,act_arr_time,MV,1.0,
123,sched_dep_time,MV,0.95,
123,sched_arr_time,MV,0.95,
124,sched_dep_time,MV,1.0,
124,sched_arr_time,MV,1.0,
125,sched_dep_time,MV,1.0,
125,sched_arr_time,MV,1.0,
126,sched_dep_time,MV,0.95,
126,sched_arr_time,MV,0.95,
127,sched_dep_time,MV,0.99,
127,sched_arr_time,MV,0.99,
128,act_dep_time,MV,1.0,
128,act_arr_time,MV,1.0,
129,act_dep_time,MV,0.95,
129,act_arr_time,MV,0.95,
130,sched_dep_time,MV,1.0,
130,sched_arr_time,MV,1.0,
131,sched_dep_time,MV,1.0,
131,sched_arr_time,MV,1.0,
132,sched_dep_time,MV,1.0,
132,sched_arr_time,MV,1.0,
133,sched_dep_time,MV,0.95,
133,sched_arr_time,MV,0.95,
134,sched_dep_time,MV,0.95,
134,sched_arr_time,MV,0.95,
135,act_dep_time,MV,0.95,
135,act_arr_time,MV,0.95,
135,sched_dep_time,FI,0.9,9:05 a.m.
136,sched_dep_time,MV,0.95,
136,sched_arr_time,MV,0.95,
137,sched_dep_time,MV,0.95,
137,sched_arr_time,MV,0.95,
138,sched_dep_time,MV,0.98,
138,sched_arr_time,MV,0.98,
139,sched_dep_time,MV,0.95,
139,sched_arr_time,MV,0.95,
140,sched_dep_time,MV,0.9,
140,sched_arr_time,MV,0.9,
141,sched_dep_time,MV,0.95,
141,sched_arr_time,MV,0.95,
142,act_dep_time,MV,1.0,
142,act_arr_time,MV,1.0,
143,sched_dep_time,MV,0.95,
143,sched_arr_time,MV,0.95,
144,sched_dep_time,MV,0.99,
144,sched_arr_time,MV,0.99,
145,sched_dep_time,MV,0.95,
145,sched_arr_time,MV,0.95,
146,act_dep_time,MV,1.0,
146,act_arr_time,MV,1.0,
147,sched_dep_time,MV,0.95,
147,sched_arr_time,MV,0.95,
148,sched_dep_time,MV,0.95,
148,sched_arr_time,MV,0.95,
149,sched_dep_time,MV,0.95,
149,sched_arr_time,MV,0.95,
151,sched_dep_time,MV,1.0,
151,sched_arr_time,MV,1.0,
154,sched_dep_time,MV,0.95,
154,sched_arr_time,MV,0.95,
155,act_arr_time,FI,0.9,10:39 p.m.
156,flight,VAD,0.9,AA-3-BOS-LAX
158,sched_dep_time,MV,0.95,
158,sched_arr_time,MV,0.95,
159,sched_dep_time,MV,0.95,
159,sched_arr_time,MV,0.95,
160,act_dep_time,MV,0.95,
160,src,OTHER,0.6,
161,sched_dep_time,MV,1.0,
161,sched_arr_time,MV,1.0,
162,sched_dep_time,MV,0.95,
162,sched_arr_time,MV,0.95,
164,sched_dep_time,MV,0.95,
164,sched_arr_time,MV,0.95,
165,sched_dep_time,MV,1.0,
165,sched_arr_time,MV,1.0,
167,sched_dep_time,MV,0.99,
167,sched_arr_time,MV,0.99,
170,sched_dep_time,MV,0.95,
170,sched_arr_time,MV,0.95,
171,sched_dep_time,MV,1.0,
171,sched_arr_time,MV,1.0,
172,sched_dep_time,MV,1.0,
172,sched_arr_time,MV,1.0,
173,sched_dep_time,MV,0.95,
173,sched_arr_time,MV,0.95,
175,sched_dep_time,MV,0.95,
175,sched_arr_time,MV,0.95,
178,sched_dep_time,MV,0.9,
178,sched_arr_time,MV,0.9,
179,sched_dep_time,MV,0.95,
179,sched_arr_time,MV,0.95,
182,sched_dep_time,MV,0.95,
182,sched_arr_time,MV,0.95,
183,sched_dep_time,MV,1.0,
183,sched_arr_time,MV,1.0,
184,sched_dep_time,MV,1.0,
184,sched_arr_time,MV,1.0,
187,sched_dep_time,MV,0.95,
187,sched_arr_time,MV,0.95,
188,sched_dep_time,MV,1.0,
188,sched_arr_time,MV,1.0,
190,act_dep_time,MV,1.0,
190,act_arr_time,MV,1.0,
191,sched_dep_time,MV,0.95,
191,sched_arr_time,MV,0.95,
193,act_dep_time,MV,0.99,
195,act_dep_time,MV,0.95,
195,src,OTHER,0.6,
196,sched_dep_time,MV,1.0,
196,sched_arr_time,MV,1.0,
200,sched_dep_time,MV,1.0,
200,sched_arr_time,MV,1.0,
202,sched_dep_time,MV,1.0,
202,sched_arr_time,MV,1.0,
204,sched_dep_time,MV,1.0,
204,sched_arr_time,MV,1.0,
205,sched_dep_time,MV,1.0,
205,sched_arr_time,MV,1.0,
209,sched_dep_time,MV,1.0,
209,sched_arr_time,MV,1.0,
210,act_dep_time,MV,0.95,
210,sched_arr_time,FI,0.9,5:50 a.m.
210,act_arr_time,MV,0.9,
211,act_dep_time,MV,0.95,
212,act_dep_time,MV,1.0,
212,src,OTHER,0.8,
213,act_dep_time,MV,0.95,
216,sched_dep_time,MV,0.5,
216,sched_arr_time,MV,0.5,
217,act_dep_time,MV,0.95,
218,sched_dep_time,MV,1.0,
218,sched_arr_time,MV,1.0,
219,sched_dep_time,MV,0.95,
219,sched_arr_time,MV,0.95,
220,act_dep_time,MV,0.95,
220,act_arr_time,MV,0.95,
221,act_dep_time,MV,0.95,
221,act_arr_time,MV,0.95,
222,sched_dep_time,MV,0.5,
222,sched_arr_time,MV,0.5,
223,sched_dep_time,MV,0.95,
223,sched_arr_time,MV,0.95,
224,sched_dep_time,MV,0.95,
224,sched_arr_time,MV,0.95,
225,sched_dep_time,MV,1.0,
225,sched_arr_time,MV,1.0,
226,sched_dep_time,MV,0.95,
226,sched_arr_time,MV,0.95,
227,sched_dep_time,MV,0.95,
227,sched_arr_time,MV,0.95,
233,sched_dep_time,MV,1.0,
233,sched_arr_time,MV,1.0,
235,sched_dep_time,MV,0.95,
235,sched_arr_time,MV,0.95,
238,sched_dep_time,MV,1.0,
238,sched_arr_time,MV,1.0,
242,sched_dep_time,MV,1.0,
242,sched_arr_time,MV,1.0,
250,act_dep_time,MV,1.0,
250,act_arr_time,MV,1.0,
253,act_dep_time,MV,0.98,
253,act_arr_time,MV,0.98,
254,act_dep_time,MV,1.0,
254,act_arr_time,MV,1.0,
256,act_dep_time,MV,0.99,
256,act_arr_time,MV,0.99,
257,act_dep_time,MV,0.99,
257,act_arr_time,MV,0.99,
258,act_dep_time,MV,0.95,
258,act_arr_time,MV,0.95,
259,act_dep_time,MV,1.0,
259,act_arr_time,MV,1.0,
261,act_dep_time,MV,0.98,
261,act_arr_time,MV,0.98,
262,act_dep_time,MV,1.0,
262,act_arr_time,MV,1.0,
263,act_dep_time,MV,0.95,
263,act_arr_time,MV,0.95,
264,act_dep_time,MV,1.0,
264,act_arr_time,MV,1.0,
265,act_dep_time,MV,1.0,
265,act_arr_time,MV,1.0,
266,act_dep_time,MV,1.0,
266,act_arr_time,MV,1.0,
267,act_dep_time,MV,1.0,
267,act_arr_time,MV,1.0,
268,act_dep_time,MV,0.95,
268,act_arr_time,MV,0.95,
269,act_dep_time,MV,0.95,
269,act_arr_time,MV,0.95,
271,act_dep_time,MV,1.0,
271,act_arr_time,MV,1.0,
272,act_dep_time,MV,0.95,
272,act_arr_time,MV,0.95,
273,act_dep_time,MV,1.0,
273,act_arr_time,MV,1.0,
274,act_dep_time,MV,1.0,
274,act_arr_time,MV,1.0,
276,act_dep_time,MV,0.95,
276,act_arr_time,MV,0.95,
278,act_dep_time,MV,0.95,
278,act_arr_time,MV,0.95,
280,act_dep_time,MV,0.99,
280,act_arr_time,MV,0.99,
281,act_dep_time,MV,0.95,
281,act_arr_time,MV,0.95,
286,act_dep_time,MV,0.9,
286,act_arr_time,MV,0.9,
287,act_dep_time,MV,0.95,
287,act_arr_time,MV,0.95,
289,act_dep_time,MV,1.0,
289,act_arr_time,MV,1.0,
290,act_dep_time,MV,1.0,
290,act_arr_time,MV,1.0,
291,act_dep_time,MV,1.0,
291,act_arr_time,MV,1.0,
292,act_dep_time,MV,1.0,
292,act_arr_time,MV,1.0,
294,act_dep_time,MV,1.0,
294,act_arr_time,MV,1.0,
295,act_dep_time,MV,0.99,
295,act_arr_time,MV,0.99,
296,act_dep_time,MV,1.0,
296,act_arr_time,MV,1.0,
297,act_dep_time,MV,0.95,
297,act_arr_time,MV,0.95,
298,act_dep_time,MV,0.95,
298,act_arr_time,MV,0.95,
300,act_dep_time,MV,0.95,
300,act_arr_time,MV,0.95,
303,act_dep_time,MV,1.0,
303,act_arr_time,MV,1.0,
307,act_dep_time,MV,1.0,
307,act_arr_time,MV,1.0,
308,act_dep_time,MV,0.95,
308,act_arr_time,MV,0.95,
309,act_dep_time,MV,1.0,
309,act_arr_time,MV,1.0,
310,act_dep_time,MV,0.99,
310,act_arr_time,MV,0.99,
311,act_dep_time,MV,0.95,
311,act_arr_time,MV,0.95,
312,act_dep_time,MV,0.99,
312,act_arr_time,MV,0.99,
313,act_dep_time,MV,0.95,
313,act_arr_time,MV,0.95,
314,act_dep_time,MV,0.95,
314,act_arr_time,MV,0.95,
315,act_dep_time,MV,1.0,
315,act_arr_time,MV,1.0,
316,act_dep_time,MV,1.0,
316,act_arr_time,MV,1.0,
317,act_dep_time,MV,0.98,
317,act_arr_time,MV,0.98,
318,act_dep_time,MV,0.9,
318,act_arr_time,MV,0.9,
320,act_dep_time,MV,0.95,
320,act_arr_time,MV,0.95,
321,act_dep_time,MV,0.95,
321,act_arr_time,MV,0.95,
322,act_dep_time,MV,0.95,
322,act_arr_time,MV,0.95,
323,act_dep_time,MV,1.0,
323,act_arr_time,MV,1.0,
326,act_dep_time,MV,1.0,
326,act_arr_time,MV,1.0,
327,act_dep_time,MV,0.95,
327,act_arr_time,MV,0.95,
328,act_dep_time,MV,0.95,
328,act_arr_time,MV,0.95,
329,act_dep_time,MV,1.0,
329,act_arr_time,MV,1.0,
330,act_dep_time,MV,0.99,
330,act_arr_time,MV,0.99,
331,act_dep_time,MV,1.0,
331,act_arr_time,MV,1.0,
333,act_dep_time,MV,0.95,
333,act_arr_time,MV,0.95,
334,act_dep_time,MV,1.0,
334,act_arr_time,MV,1.0,
336,act_dep_time,MV,0.98,
336,act_arr_time,MV,0.98,
337,sched_dep_time,MV,0.95,
337,sched_arr_time,MV,0.95,
338,act_dep_time,MV,0.95,
338,act_arr_time,MV,0.95,
339,sched_dep_time,MV,0.95,
339,sched_arr_time,MV,0.95,
340,sched_dep_time,MV,0.95,
340,sched_arr_time,MV,0.95,
341,sched_dep_time,MV,1.0,
341,sched_arr_time,MV,1.0,
342,sched_dep_time,MV,0.95,
342,sched_arr_time,MV,0.95,
343,sched_dep_time,MV,1.0,
343,sched_arr_time,MV,1.0,
344,act_dep_time,MV,1.0,
344,act_arr_time,MV,1.0,
345,sched_dep_time,MV,1.0,
345,sched_arr_time,MV,1.0,
346,sched_dep_time,MV,0.95,
346,sched_arr_time,MV,0.95,
347,sched_dep_time,MV,0.95,
347,sched_arr_time,MV,0.95,
348,sched_dep_time,MV,1.0,
348,sched_arr_time,MV,1.0,
349,act_dep_time,MV,0.99,
349,act_arr_time,MV,0.99,
350,sched_dep_time,MV,0.99,
350,sched_arr_time,MV,0.99,
351,act_dep_time,MV,1.0,
351,act_arr_time,MV,1.0,
352,act_dep_time,MV,1.0,
352,act_arr_time,MV,1.0,
353,sched_dep_time,MV,0.95,
353,sched_arr_time,MV,0.95,
354,sched_dep_time,MV,1.0,
354,sched_arr_time,MV,1.0,
355,sched_dep_time,MV,0.99,
355,sched_arr_time,MV,0.99,
356,sched_dep_time,MV,0.95,
356,sched_arr_time,MV,0.95,
357,sched_dep_time,MV,0.95,
357,sched_arr_time,MV,0.95,
358,act_dep_time,MV,0.99,
358,act_arr_time,MV,0.99,
359,act_dep_time,MV,0.95,
359,act_arr_time,MV,0.95,
360,sched_dep_time,MV,1.0,
360,sched_arr_time,MV,1.0,
361,sched_dep_time,MV,1.0,
361,sched_arr_time,MV,1.0,
362,act_dep_time,MV,1.0,
362,act_arr_time,MV,1.0,
363,sched_dep_time,MV,0.95,
363,sched_arr_time,MV,0.95,
364,sched_dep_time,MV,0.95,
364,sched_arr_time,MV,0.95,
365,act_dep_time,MV,0.95,
365,act_arr_time,MV,0.95,
366,act_dep_time,MV,0.99,
366,act_arr_time,MV,0.99,
367,sched_dep_time,MV,0.95,
367,sched_arr_time,MV,0.95,
368,sched_dep_time,MV,1.0,
368,sched_arr_time,MV,1.0,
369,sched_dep_time,MV,1.0,
369,sched_arr_time,MV,1.0,
370,sched_dep_time,MV,0.95,
370,sched_arr_time,MV,0.95,
371,sched_dep_time,MV,0.95,
371,sched_arr_time,MV,0.95,
372,sched_dep_time,MV,0.98,
372,sched_arr_time,MV,0.98,
373,sched_dep_time,MV,1.0,
373,sched_arr_time,MV,1.0,
374,act_dep_time,MV,0.95,
374,act_arr_time,MV,0.95,
375,act_dep_time,MV,0.95,
375,act_arr_time,MV,0.95,
376,sched_dep_time,MV,1.0,
376,sched_arr_time,MV,1.0,
377,sched_dep_time,MV,0.95,
377,sched_arr_time,MV,0.95,
378,act_dep_time,MV,0.95,
378,act_arr_time,MV,0.95,
379,sched_dep_time,MV,0.95,
379,sched_arr_time,MV,0.95,
380,sched_dep_time,MV,1.0,
380,sched_arr_time,MV,1.0,
381,sched_dep_time,MV,1.0,
381,sched_arr_time,MV,1.0,
382,sched_dep_time,MV,0.95,
382,sched_arr_time,MV,0.95,
383,act_dep_time,MV,0.99,
383,act_arr_time,MV,0.99,
384,sched_dep_time,MV,0.99,
384,sched_arr_time,MV,0.99,
385,act_dep_time,MV,0.95,
385,act_arr_time,MV,0.95,
386,sched_dep_time,MV,0.99,
386,sched_arr_time,MV,0.99,
387,sched_dep_time,MV,0.95,
387,sched_arr_time,MV,0.95,
388,sched_dep_time,MV,0.95,
388,sched_arr_time,MV,0.95,
389,sched_dep_time,MV,1.0,
389,sched_arr_time,MV,1.0,
390,sched_dep_time,MV,0.95,
390,sched_arr_time,MV,0.95,
391,sched_dep_time,MV,1.0,
391,sched_arr_time,MV,1.0,
392,sched_dep_time,MV,0.95,
392,sched_arr_time,MV,0.95,
393,act_dep_time,MV,0.95,
393,act_arr_time,MV,0.95,
394,sched_dep_time,MV,1.0,
394,sched_arr_time,MV,1.0,
395,sched_dep_time,MV,0.95,
395,sched_arr_time,MV,0.95,
396,sched_dep_time,MV,0.99,
396,sched_arr_time,MV,0.99,
397,sched_dep_time,MV,0.95,
397,sched_arr_time,MV,0.95,
398,act_dep_time,MV,0.95,
398,act_arr_time,MV,0.95,
399,sched_dep_time,MV,0.9,
399,sched_arr_time,MV,0.9,
400,sched_dep_time,MV,1.0,
400,sched_arr_time,MV,1.0,
401,sched_dep_time,MV,0.99,
401,sched_arr_time,MV,0.99,
402,sched_dep_time,MV,0.95,
402,sched_arr_time,MV,0.95,
403,sched_dep_time,MV,0.95,
403,sched_arr_time,MV,0.95,
404,sched_dep_time,MV,0.99,
404,sched_arr_time,MV,0.99,
405,sched_dep_time,MV,0.99,
405,sched_arr_time,MV,0.99,
406,sched_dep_time,MV,0.95,
406,sched_arr_time,MV,0.95,
407,act_dep_time,MV,1.0,
407,act_arr_time,MV,1.0,
408,sched_dep_time,MV,0.95,
408,sched_arr_time,MV,0.95,
409,act_dep_time,MV,0.99,
409,sched_arr_time,FI,0.8,5:11 a.m.
409,act_arr_time,MV,0.99,
410,sched_dep_time,MV,0.95,
410,sched_arr_time,MV,0.95,
411,sched_dep_time,MV,0.95,
411,sched_arr_time,MV,0.95,
412,sched_dep_time,MV,0.95,
412,sched_arr_time,MV,0.95,
413,sched_dep_time,MV,0.95,
413,sched_arr_time,MV,0.95,
414,sched_dep_time,MV,0.95,
414,sched_arr_time,MV,0.95,
415,act_dep_time,MV,0.95,
415,act_arr_time,MV,0.95,
416,act_dep_time,MV,1.0,
416,act_arr_time,MV,1.0,
417,sched_dep_time,MV,0.95,
417,sched_arr_time,MV,0.95,
418,sched_dep_time,MV,1.0,
418,sched_arr_time,MV,1.0,
419,sched_dep_time,MV,0.95,
419,sched_arr_time,MV,0.95,
420,sched_dep_time,MV,1.0,
420,sched_arr_time,MV,1.0,
421,sched_dep_time,MV,0.95,
421,sched_arr_time,MV,0.95,
422,act_dep_time,MV,1.0,
422,act_arr_time,MV,1.0,
422,sched_dep_time,FI,0.9,9:05 a.m.
423,sched_dep_time,MV,0.95,
423,sched_arr_time,MV,0.95,
424,sched_dep_time,MV,0.95,
424,sched_arr_time,MV,0.95,
425,sched_dep_time,MV,1.0,
425,sched_arr_time,MV,1.0,
426,sched_dep_time,MV,0.99,
426,sched_arr_time,MV,0.99,
427,sched_dep_time,MV,0.95,
427,sched_arr_time,MV,0.95,
428,sched_dep_time,MV,1.0,
428,sched_arr_time,MV,1.0,
429,act_dep_time,MV,0.99,
429,act_arr_time,MV,0.99,
430,sched_dep_time,MV,1.0,
430,sched_arr_time,MV,1.0,
431,sched_dep_time,MV,1.0,
431,sched_arr_time,MV,1.0,
432,sched_dep_time,MV,0.95,
432,sched_arr_time,MV,0.95,
433,act_dep_time,MV,0.9,
433,act_arr_time,MV,0.9,
434,sched_dep_time,MV,0.95,
434,sched_arr_time,MV,0.95,
435,sched_dep_time,MV,1.0,
435,sched_arr_time,MV,1.0,
436,sched_dep_time,MV,0.99,
436,sched_arr_time,MV,0.99,
438,sched_dep_time,MV,0.99,
438,sched_arr_time,MV,0.99,
441,sched_dep_time,MV,1.0,
441,sched_arr_time,MV,1.0,
442,act_arr_time,MV,1.0,
445,sched_dep_time,MV,1.0,
445,sched_arr_time,MV,1.0,
446,sched_dep_time,MV,1.0,
446,sched_arr_time,MV,1.0,
447,act_dep_time,MV,1.0,
447,act_arr_time,MV,1.0,
448,sched_dep_time,MV,1.0,
448,sched_arr_time,MV,1.0,
449,sched_dep_time,MV,1.0,
449,sched_arr_time,MV,1.0,
451,sched_dep_time,MV,0.95,
451,sched_arr_time,MV,0.95,
452,sched_dep_time,MV,1.0,
452,sched_arr_time,MV,1.0,
454,sched_dep_time,MV,1.0,
454,sched_arr_time,MV,1.0,
457,sched_dep_time,MV,1.0,
457,sched_arr_time,MV,1.0,
458,sched_dep_time,MV,0.95,
458,sched_arr_time,MV,0.95,
459,sched_dep_time,MV,0.95,
459,sched_arr_time,MV,0.95,
460,sched_dep_time,MV,0.95,
460,sched_arr_time,MV,0.95,
462,sched_dep_time,MV,1.0,
462,sched_arr_time,MV,1.0,
465,sched_dep_time,MV,0.95,
465,sched_arr_time,MV,0.95,
466,sched_dep_time,MV,1.0,
466,sched_arr_time,MV,1.0,
469,sched_dep_time,MV,0.99,
469,sched_arr_time,MV,0.99,
470,sched_dep_time,MV,1.0,
470,sched_arr_time,MV,1.0,
471,sched_dep_time,MV,1.0,
471,sched_arr_time,MV,1.0,
474,sched_dep_time,MV,0.99,
474,sched_arr_time,MV,0.99,
475,sched_dep_time,MV,1.0,
475,sched_arr_time,MV,1.0,
477,sched_dep_time,MV,0.99,
477,sched_arr_time,MV,0.99,
478,sched_dep_time,MV,1.0,
478,sched_arr_time,MV,1.0,
480,act_dep_time,MV,1.0,
480,act_arr_time,MV,1.0,
482,act_dep_time,MV,0.95,
482,act_arr_time,MV,0.95,
483,sched_dep_time,MV,0.95,
483,sched_arr_time,MV,0.95,
487,sched_dep_time,MV,0.95,
487,sched_arr_time,MV,0.95,
489,sched_dep_time,MV,0.95,
489,sched_arr_time,MV,0.95,
491,sched_dep_time,MV,1.0,
491,sched_arr_time,MV,1.0,
492,sched_dep_time,MV,1.0,
492,sched_arr_time,MV,1.0,
496,sched_dep_time,MV,0.95,
496,sched_arr_time,MV,0.95,
497,act_dep_time,MV,1.0,
497,act_arr_time,MV,1.0,
498,act_dep_time,MV,0.95,
498,act_arr_time,MV,0.95,
499,act_dep_time,MV,1.0,
499,act_arr_time,MV,1.0,
500,act_dep_time,MV,1.0,
500,act_arr_time,MV,1.0,
503,sched_dep_time,MV,0.95,
503,sched_arr_time,MV,0.95,
504,act_dep_time,MV,1.0,
504,act_arr_time,MV,1.0,
505,sched_dep_time,MV,0.95,
505,sched_arr_time,MV,0.95,
506,sched_dep_time,MV,0.9,
506,sched_arr_time,MV,0.9,
507,act_dep_time,MV,1.0,
507,sched_arr_time,FI,0.9,5:11 a.m. Dec 02
507,act_arr_time,MV,1.0,
508,act_dep_time,MV,0.98,
508,act_arr_time,MV,0.98,
509,sched_dep_time,MV,1.0,
509,sched_arr_time,MV,1.0,
510,sched_dep_time,MV,0.95,
510,sched_arr_time,MV,0.95,
511,sched_dep_time,MV,0.95,
511,sched_arr_time,MV,0.95,
512,sched_dep_time,MV,0.95,
512,sched_arr_time,MV,0.95,
513,sched_dep_time,MV,0.95,
513,sched_arr_time,MV,0.95,
514,sched_dep_time,MV,0.9,
514,sched_arr_time,MV,0.9,
520,sched_dep_time,MV,1.0,
520,sched_arr_time,MV,1.0,
522,sched_dep_time,MV,1.0,
522,sched_arr_time,MV,1.0,
525,sched_dep_time,MV,1.0,
525,sched_arr_time,MV,1.0,
529,sched_dep_time,MV,1.0,
529,sched_arr_time,MV,1.0,
542,act_arr_time,FI,0.95,10:30 p.m.
607,act_dep_time,MV,0.99,
607,act_arr_time,MV,0.99,
610,act_arr_time,FI,0.98,9:19 p.m.
630,sched_dep_time,MV,1.0,
630,sched_arr_time,MV,1.0,
633,sched_dep_time,MV,1.0,
633,sched_arr_time,MV,1.0,
634,act_arr_time,MV,0.95,
637,sched_dep_time,MV,1.0,
637,sched_arr_time,MV,1.0,
638,sched_dep_time,MV,0.95,
638,sched_arr_time,MV,0.95,
639,act_dep_time,MV,1.0,
639,act_arr_time,MV,1.0,
640,sched_dep_time,MV,0.95,
640,sched_arr_time,MV,0.95,
641,sched_dep_time,MV,1.0,
641,sched_arr_time,MV,1.0,
643,sched_dep_time,MV,1.0,
643,sched_arr_time,MV,1.0,
644,sched_dep_time,MV,0.95,
644,sched_arr_time,MV,0.95,
646,sched_dep_time,MV,1.0,
646,sched_arr_time,MV,1.0,
649,sched_dep_time,MV,1.0,
649,sched_arr_time,MV,1.0,
650,sched_dep_time,MV,0.95,
