row_id,column,value,error_type,violated_rule,reason,suggested_fix,confidence
99,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
100,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
101,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
102,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
103,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
104,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
105,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
107,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
108,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
109,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
110,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
112,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
113,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
114,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
115,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
116,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
117,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
118,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
119,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
121,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
123,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
124,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
125,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
126,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
127,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
130,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
131,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
132,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
133,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
134,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
136,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
137,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
138,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
139,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
140,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
141,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
143,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
144,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
145,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
147,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
148,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
149,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
151,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
154,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
158,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
159,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
161,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
162,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
164,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
165,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
167,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
170,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
171,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
172,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
173,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
175,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
178,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
179,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
182,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
183,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
184,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
187,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
188,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
191,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
196,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
200,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
202,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
204,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
205,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
209,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
216,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
218,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
219,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
222,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
223,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
224,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
225,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
226,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
227,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
233,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
235,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
238,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
242,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
337,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
339,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
340,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
341,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
342,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
343,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
345,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
346,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
347,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
348,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
350,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
353,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
354,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
355,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
356,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
357,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
360,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
361,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
363,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
364,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
367,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
368,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
369,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
370,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
371,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
372,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
373,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
376,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
377,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
379,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
380,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
381,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
382,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
384,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
386,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
387,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
388,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
389,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
390,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
391,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
392,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
394,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
395,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
396,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
397,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
399,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
400,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
401,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
402,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
403,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
404,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
405,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
406,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
408,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
410,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
411,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
412,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
413,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
414,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
417,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
418,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
419,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
420,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
421,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
423,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
424,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
425,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
426,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
427,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
428,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
430,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
431,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
432,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
434,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
435,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
436,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
438,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
441,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
445,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
446,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
448,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
449,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
451,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
452,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
454,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
457,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
458,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
459,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
460,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
462,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
465,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
466,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
469,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
470,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
471,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
474,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
475,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
477,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
478,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
483,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
487,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
489,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
491,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
492,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
496,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
503,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
505,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
506,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
509,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
510,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
511,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
512,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
513,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
514,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
520,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
522,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
525,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
529,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
630,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
633,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
637,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
638,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
640,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
641,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
643,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
644,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
646,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
649,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
650,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
651,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
652,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
654,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
657,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
658,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
661,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
662,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
663,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
666,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
667,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
669,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
670,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
675,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
679,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
681,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
683,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
684,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
688,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
695,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
697,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
698,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
701,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
702,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
703,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
704,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
705,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
706,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
712,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
714,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
717,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
721,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
729,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
730,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
731,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
732,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
733,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
735,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
736,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
738,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
739,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
740,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
741,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
742,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
743,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
744,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
745,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
746,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
747,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
748,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
749,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
750,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
751,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
752,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
753,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
754,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
755,sched_dep_time,,MV,missing_value,缺失值：缺失哨兵(空串/NaN/empty 等),,
