row_id,column,error_type,confidence,suggested_fix
560,HospitalName,T,0.96,jackson hospital & clinic inc
561,PhoneNumber,FI,0.95,3342938000
562,PhoneNumber,FI,0.95,
562,MeasureName,VAD,0.95,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
564,Stateavg,FI,0.95,al_scip-vte-1
564,EmergencyService,T,0.95,yes
567,Stateavg,T,0.95,al_ami-2
572,PhoneNumber,FI,0.95,
572,HospitalOwner,T,0.98,voluntary non-profit - other
572,Score,MV,1.0,
572,State,VAD,0.95,al
578,City,T,0.95,valley
578,CountyName,T,0.95,chambers
580,Sample,T,0.99,50 patients
580,MeasureCode,T,1.0,pn-5c
587,Score,MV,0.9,
587,EmergencyService,T,0.85,yes
588,HospitalType,T,0.95,acute care hospitals
588,Sample,T,0.95,172 patients
590,City,T,0.95,valley
590,CountyName,T,0.95,chambers
591,Score,MV,1.0,
591,Sample,MV,1.0,
592,Score,MV,0.95,
592,Sample,MV,0.95,
592,State,T,0.99,al
593,PhoneNumber,FI,0.95,3348972257
593,Score,MV,1.0,
593,Sample,MV,1.0,
594,Score,MV,0.95,
594,Sample,MV,0.95,
595,Score,MV,1.0,
595,Sample,MV,1.0,
596,Score,MV,0.95,
596,Sample,MV,0.95,
597,Score,MV,0.99,
597,Sample,MV,0.99,
599,Condition,T,0.98,heart failure
600,Score,MV,0.95,
601,Score,MV,0.9,
601,City,T,1.0,elba
602,CountyName,T,0.95,coffee
608,ProviderNumber,FI,0.9,
608,Condition,T,0.95,surgical infection prevention
608,Score,MV,0.99,
608,Sample,MV,0.99,
609,Score,MV,0.98,
609,Sample,MV,0.98,
610,Score,MV,0.99,
610,Sample,MV,0.99,
611,Score,MV,0.98,
611,Sample,MV,0.98,
612,Score,MV,1.0,
612,Sample,MV,1.0,
612,MeasureName,VAD,1.0,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
613,Score,MV,1.0,
613,Sample,MV,1.0,
614,Score,MV,0.95,
614,Sample,MV,0.95,
615,Score,MV,0.99,
615,Sample,MV,0.99,
622,Stateavg,T,0.98,al_ami-8a
627,ProviderNumber,FI,0.95,
631,Condition,T,0.95,pneumonia
633,CountyName,T,0.95,lee
634,HospitalType,T,0.95,acute care hospitals
639,ProviderNumber,FI,0.95,
639,MeasureCode,VAD,0.99,scip-vte-1
645,ProviderNumber,FI,0.95,
646,Stateavg,T,0.98,al_ami-7a
647,Score,MV,0.95,
648,MeasureCode,T,0.95,hf-1
650,MeasureName,T,0.95,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
651,MeasureName,T,0.98,heart failure patients given smoking cessation advice/counseling
652,Address,T,0.95,209 north main street
654,HospitalName,T,0.99,wedowee hospital
654,City,T,0.99,wedowee
655,ProviderNumber,FI,0.95,
658,Score,MV,0.95,
658,Sample,MV,0.95,
659,Score,MV,0.95,
659,Sample,MV,0.95,
660,Score,MV,1.0,
660,Sample,MV,1.0,
661,Score,MV,0.99,
661,Sample,MV,0.99,
662,Score,MV,1.0,
662,Sample,MV,1.0,
663,Score,MV,0.95,
663,Sample,MV,0.95,
664,Score,MV,1.0,
664,Sample,MV,1.0,
665,Score,MV,0.98,
665,Sample,MV,0.98,
666,PhoneNumber,FI,1.0,
668,Sample,T,0.95,87 patients
671,Score,MV,0.95,
672,CountyName,T,0.95,jefferson
672,MeasureName,T,0.99,heart attack patients given pci within 90 minutes of arrival
673,Sample,T,0.95,618 patients
674,EmergencyService,T,0.9,yes
676,MeasureCode,FI,0.9,hf-4
678,Stateavg,T,0.9,al_pn-3b
679,ZipCode,T,0.95,35233
679,Condition,T,0.95,pneumonia
685,ZipCode,FI,0.99,
689,CountyName,T,0.99,jefferson
690,City,T,0.95,birmingham
691,MeasureCode,T,0.95,ami-1
692,CountyName,T,0.95,elmore
694,MeasureCode,T,0.95,ami-4
695,HospitalType,T,0.95,acute care hospitals
695,Condition,T,0.95,heart attack
696,City,T,0.99,tallassee
697,Score,MV,0.95,
697,HospitalName,T,0.97,community hospital inc
698,Condition,FI,0.5,
698,Score,FI,0.5,
698,CountyName,T,0.5,elmore
699,PhoneNumber,FI,0.95,
701,State,T,0.99,al
704,ProviderNumber,FI,0.95,
705,HospitalType,T,0.95,acute care hospitals
705,MeasureName,T,0.99,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
706,MeasureName,T,0.99,pneumonia patients given the most appropriate initial antibiotic(s)
710,ZipCode,FI,0.95,
710,HospitalName,T,0.99,community hospital inc
711,Score,FI,1.0,100%
712,Condition,T,0.95,surgical infection prevention
712,Score,MV,1.0,
713,PhoneNumber,FI,0.99,
713,MeasureName,T,0.99,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
716,Condition,T,0.95,heart attack
718,Score,FI,0.9,7%
718,MeasureCode,VAD,0.99,ami-3
721,ProviderNumber,FI,0.95,
721,Score,MV,1.0,
721,Stateavg,T,0.99,al_ami-7a
722,CountyName,T,0.99,cullman
724,ProviderNumber,FI,0.95,
729,HospitalType,T,0.95,acute care hospitals
729,MeasureCode,VAD,0.95,pn-4
730,CountyName,T,0.99,cullman
730,HospitalName,T,0.99,cullman regional medical center
733,Condition,T,0.95,surgical infection prevention
735,MeasureCode,T,0.95,scip-inf-2
736,City,T,0.98,cullman
736,Address,FI,0.99,1912 alabama highway 157
744,HospitalOwner,FI,0.5,
744,Score,MV,0.5,
744,CountyName,OTHER,0.5,
747,Score,MV,0.99,
749,MeasureCode,T,0.95,hf-2
750,ZipCode,FI,0.98,36420
751,PhoneNumber,FI,0.95,
752,CountyName,T,0.95,covington
755,ProviderNumber,FI,0.95,
756,City,T,0.95,andalusia
758,HospitalName,T,0.95,andalusia regional hospital
760,Stateavg,FI,0.95,al_scip-inf-2
763,PhoneNumber,FI,0.95,
764,State,T,0.95,al
764,Stateavg,T,0.95,al_scip-vte-1
765,HospitalName,T,0.95,andalusia regional hospital
767,Address,T,0.95,301 east 18th st
769,Score,FI,0.95,
770,Score,MV,0.95,
772,City,T,0.95,anniston
776,Sample,T,0.99,193 patients
777,HospitalName,T,0.5,huntsville hospital
779,HospitalType,T,0.95,acute care hospitals
780,ProviderNumber,FI,0.95,
780,Condition,T,0.99,heart attack
782,HospitalType,T,0.95,acute care hospitals
782,Score,MV,0.99,
784,HospitalOwner,T,0.99,government - hospital district or authority
785,CountyName,T,0.95,madison
785,MeasureName,T,0.95,heart failure patients given an evaluation of left ventricular systolic (lvs) function
787,Stateavg,T,0.95,al_hf-4
788,MeasureCode,FI,0.95,pn-2
789,ProviderNumber,FI,0.95,
791,State,VAD,0.95,al
793,ProviderNumber,FI,0.95,
796,Stateavg,T,0.95,al_scip-inf-2
797,EmergencyService,T,0.95,yes
798,CountyName,T,0.95,madison
802,MeasureName,T,0.95,heart attack patients given aspirin at arrival
809,EmergencyService,T,0.9,yes
814,HospitalType,T,0.95,acute care hospitals
815,ZipCode,FI,0.95,35901
816,MeasureName,T,0.99,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
821,City,T,0.95,gadsden
824,PhoneNumber,FI,0.95,
827,Stateavg,T,0.95,al_ami-1
830,Score,MV,0.95,
832,Score,MV,0.95,
842,MeasureCode,T,0.95,pn-6
842,Stateavg,T,0.95,al_pn-6
845,Sample,T,0.99,4 patients
846,HospitalOwner,FI,0.99,voluntary non-profit - private
848,Score,MV,0.95,
849,Address,T,0.95,1010 lay dam road
851,Condition,T,0.95,surgical infection prevention
855,PhoneNumber,FI,0.99,
855,Score,MV,1.0,
855,City,T,0.99,hamilton
857,Score,MV,0.95,
857,Address,T,0.99,1256 military street south
858,Score,MV,0.95,
859,ProviderNumber,FI,0.95,
860,Score,T,0.95,80%
865,PhoneNumber,FI,0.95,2059216200
865,MeasureCode,VAD,0.98,pn-4
866,Sample,T,0.98,121 patients
868,HospitalOwner,T,0.95,voluntary non-profit - private
869,Condition,T,0.95,surgical infection prevention
872,HospitalOwner,T,0.95,voluntary non-profit - private
872,Sample,T,0.9,15 patients
873,Score,MV,0.95,
877,HospitalType,T,0.95,acute care hospitals
878,ProviderNumber,FI,0.95,
881,PhoneNumber,FI,0.95,
882,Score,MV,0.95,
883,PhoneNumber,FI,1.0,
883,Score,MV,1.0,
884,State,VAD,0.95,al
886,State,VAD,0.95,al
888,ProviderNumber,FI,0.9,
888,Score,FI,0.85,
889,EmergencyService,T,0.95,yes
893,MeasureName,T,0.99,pneumonia patients assessed and given influenza vaccination
895,Score,MV,0.95,
895,City,T,0.9,fayette
895,CountyName,T,0.9,fayette
896,Score,MV,0.95,
897,Score,MV,0.95,
902,HospitalType,T,0.95,acute care hospitals
903,HospitalName,T,0.95,Riverview Regional Medical Center
905,Sample,T,0.95,126 patients
915,Address,T,0.99,600 south third street
915,MeasureName,T,0.99,heart failure patients given smoking cessation advice/counseling
916,PhoneNumber,FI,0.9,
917,CountyName,T,0.95,etowah
919,EmergencyService,T,0.9,yes
920,Stateavg,T,0.95,al_pn-6
921,EmergencyService,T,0.9,yes
921,HospitalName,T,0.95,Riverview Regional Medical Center
922,HospitalName,T,0.95,riverview regional medical center
922,State,VAD,0.98,al
923,ZipCode,FI,0.95,35901
926,HospitalType,T,0.95,acute care hospitals
930,MeasureCode,T,0.95,ami-1
933,ProviderNumber,FI,0.95,
934,Address,T,0.5,515 miranda st
935,Score,MV,0.9,
935,Address,T,0.95,515 miranda st
938,HospitalName,T,0.95,georgiana hospital
943,CountyName,T,0.98,butler
945,Address,T,0.95,515 miranda st
947,Score,MV,0.95,
947,Sample,MV,0.95,
948,Score,MV,1.0,
948,Sample,MV,1.0,
949,HospitalType,T,0.95,acute care hospitals
949,Score,MV,1.0,
949,Sample,MV,1.0,
949,City,T,0.98,georgiana
950,Score,MV,1.0,
950,Sample,MV,1.0,
951,Score,MV,0.95,
951,Sample,MV,0.95,
952,Score,MV,1.0,
952,Sample,MV,1.0,
953,Score,MV,0.95,
953,Sample,MV,0.95,
954,Score,MV,0.99,
954,Sample,MV,0.99,
955,ProviderNumber,FI,0.9,10040
955,Condition,T,0.95,heart attack
956,HospitalType,T,0.98,acute care hospitals
956,HospitalName,T,0.99,medical center enterprise
956,Address,T,0.97,400 n edwards street
958,Score,MV,0.95,
960,Score,MV,0.95,
960,City,T,0.95,enterprise
961,Score,MV,0.95,
962,HospitalName,T,0.95,medical center enterprise
964,HospitalType,T,0.95,acute care hospitals
966,CountyName,T,0.99,coffee
968,City,T,0.95,enterprise
972,Sample,T,0.95,27 patients
974,Condition,T,0.95,surgical infection prevention
985,City,T,0.99,oneonta
986,Score,MV,0.95,
986,Address,T,0.95,150 gilbreath drive
987,HospitalName,T,0.95,st vincents blount
997,MeasureName,T,0.98,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
